,Quarter,dln_neer,dln_usd_jpy,dln_eur_jpy,dln_import_price,dln_export_price,dln_real_imports,dln_real_exports
0,2000Q2,0.020746759183265517,-0.004233915674387134,-0.05973108321537346,-0.011115636482709412,-0.01076506889180795,0.03827968792905523,0.030994438684462722
1,2000Q3,0.004059913189710329,0.009026804425787738,-0.021392604958172967,0.013875346493616547,-0.0032851540714577965,0.025414824733015706,0.016509333262185066
2,2000Q4,0.0014027483410874453,0.02067256977448384,-0.020986727508269354,0.02026569745958362,-0.0006583278710419194,0.03668779026937585,-0.003836841021563231
3,2001Q1,-0.07623493570429485,0.07255844737762551,0.1338821623619708,0.016832838150231844,0.04538188205090776,0.0018279131456893083,-0.03674064184334824
4,2001Q2,-0.014824835947493398,0.037818186417320376,-0.018661645222222134,0.012066511413117098,0.0012578618010739007,-0.022155124725490083,-0.03882288662753908
5,2001Q3,0.004143964978091219,-0.007308542798827311,0.012834120281638661,-0.02658720980496998,-0.01839569793815965,-0.02936616109766277,-0.0215291625016647
6,2001Q4,-0.0142094575725622,0.015529511337530444,0.021809626513033642,-0.03048301672507492,-0.00900327624995878,-0.03142816688001204,-0.0195457066546858
7,2002Q1,-0.06314365374080655,0.0688280620688202,0.047069403417363986,0.0273989741881131,0.0429901849313703,0.00935683666711995,0.04489425325045815
8,2002Q2,0.02528401601888941,-0.04168569068307182,0.0053546752734137115,0.0019286409064056542,-0.029834211450308956,0.02912903908590181,0.06953703368591135
9,2002Q3,0.04355365331694827,-0.06424140293733771,0.00404446294511196,-0.03689586472236872,-0.040330669060376856,0.03331250566102284,0.010506871576740906
10,2002Q4,-0.025594638528016134,0.030980573139856915,0.04672480892873132,0.03380825130841014,0.015478655816126619,0.014004349754504375,0.033003710207133
11,2003Q1,0.011191678449139708,-0.03371167963107613,0.037513179148460196,0.0061657228085358895,-0.010842885924708945,0.0066498725340800036,0.013344304499856463
12,2003Q2,-0.01432484028117642,-0.0032166621683149543,0.05480074027567117,-0.015876422537886015,0.0036273741340027144,-0.03278129743578262,0.0014708981298490187
13,2003Q3,0.007402915901346674,-0.007372858951028682,-0.018407198491532384,-0.0023446669592539493,-0.011587615172387267,0.023830312934528308,0.0348585947837492
14,2003Q4,0.0591534785066834,-0.07656543059790444,-0.021034858524488165,-0.03787576510636992,-0.04739253990279124,0.023163745599941166,0.04964547280943421
15,2004Q1,-0.00020250430390866825,-0.015508459241195816,0.034314277027061024,0.027651531330509904,0.015933832084995103,0.02918866676978027,0.04834967820915992
16,2004Q2,-0.011747665066748958,0.023227666549752612,-0.013541710085078762,0.05123400409236645,0.009575996568283784,0.01678719636690218,0.031267096359325564
17,2004Q3,-0.004587006981606301,0.0014702944138393903,0.015795085848772317,0.020810858818538946,0.013858595979460375,0.02245198077928734,0.009231786047575241
18,2004Q4,0.014645539522826212,-0.037293197093625885,0.022804982056405798,-0.008494972600273876,-0.01079996997558208,0.0290217549548899,0.012806370132189215
19,2005Q1,-0.0012179445310973591,-0.011141102954906223,-0.0007016721005790316,0.021285207256402927,0.00169520298266157,-0.006256112952957693,-0.009789513883774248
20,2005Q2,-0.019449947450342897,0.027523231101776346,-0.012881113716405324,0.06433425191002051,0.005068434570466351,0.018102885258446832,0.041663053104418424
21,2005Q3,-0.025803823108129897,0.03293014732764643,0.0011042171224637798,0.04591624904199776,0.012060447692506138,0.025706988894732774,0.031078109482617577
22,2005Q4,-0.047584855355644606,0.052955615319109306,0.026767999809708343,0.05041485989642691,0.024668246415494366,0.002139527700883548,0.03441610021492991
23,2006Q1,-0.01225862792831478,-0.0034537237965528433,0.008185283787072173,0.017471708806288788,-0.008155321663949167,0.017615924014339868,0.022713411879887957
24,2006Q2,0.006745893737800657,-0.021337344009793036,0.024141726605650504,0.024611086118316194,-0.0009831231334169743,0.01307583420541647,0.01671766028489685
25,2006Q3,-0.018509622777155954,0.015363444506630408,0.02804129914563358,0.04521198861361153,0.02493248785638169,-0.0006454378573508279,0.01843541630093881
26,2006Q4,-0.023132875347890547,0.013036294081624433,0.024270731700282155,-0.015132337289982978,0.004148721444458658,0.00025285789591578123,0.012065647971866156
27,2007Q1,-0.024678010461867572,0.014522536233388728,0.03136782251098502,0.007166434569379376,0.006981938867117066,0.008381479394241609,0.02364274569943703
28,2007Q2,-0.02690019618385886,0.010873311181438972,0.03912390108853625,0.05339049389789974,0.018176620769033036,0.01540548995567903,0.023210759981179052
29,2007Q3,0.014733081602881448,-0.024848613856420343,-0.005971621628996893,0.002974180913511759,-0.014388737452094347,-0.008517078961510549,0.024555598950389168
30,2007Q4,0.017580494038825556,-0.0408174048378287,0.012183661183104988,0.025587749948403626,-0.027468989941691113,0.013306704790295498,0.02920323312697093
31,2008Q1,0.05468755119288904,-0.07206923707119728,-0.03880622225103281,-0.0013166558847448329,-0.03761578412456146,0.01269021753474675,0.024807949531609808
32,2008Q2,-0.006825965070400564,-0.006607526287468524,0.03562957845047965,0.10377823684669618,0.02621686571477344,-0.028084255454036366,-0.02061711497448826
33,2008Q3,-0.014292218813507063,0.029252328777992886,-0.008042757418173174,0.0778843413402166,0.025547064375819772,0.0027714865228425367,0.000560504493453351
34,2008Q4,0.19221449666763846,-0.11304401701458211,-0.24577333163301507,-0.28980840679401076,-0.14140761247822997,0.018491194765026364,-0.13441338770529754
35,2009Q1,0.04211344454211652,-0.025228326302005222,-0.03674491927314971,-0.16670716358422855,-0.035183269606739564,-0.17534900971277523,-0.2941673887642047
36,2009Q2,-0.07008886903571732,0.03727208577399033,0.08253658893726801,0.02229555567082553,0.033711057342309836,-0.04574835376839914,0.08691041664781096
37,2009Q3,0.017724148829855402,-0.03841508161426255,0.009645714042743059,0.029413885206293067,-0.014842573037929796,0.051844085055801514,0.09187113163671867
38,2009Q4,0.021964993578509784,-0.04287737527142976,-0.01011345758197102,0.0026315804660557163,-0.022685282831086617,0.02250521672441863,0.06970890089231574
39,2010Q1,-0.0018486899936851486,0.010794076041919176,-0.05566874963853863,0.03454742277569789,0.008756956778243286,0.02889474605383313,0.05777886598709259
40,2010Q2,-0.0010355053720365603,0.014975898663169396,-0.06960468194349545,0.049228326613826034,0.010933190904752088,0.04792271108440005,0.0469835686233715
41,2010Q3,0.06384758803637425,-0.06935638873286276,-0.05351666494861007,-0.053043911529147,-0.05115516330092795,0.018587680157601483,0.02717332909012171
42,2010Q4,0.010255899078316588,-0.038780767220639945,0.011983214830317834,0.006351243960131647,-0.0023706056143364407,0.007029908444028621,0.003594166658526632
43,2011Q1,-0.00649295954877438,-0.0035013206139380415,0.0036288955729713024,0.07351990980216616,0.018809331957496234,0.011494990757817902,-0.00886229580296316
44,2011Q2,-0.013173241860556573,-0.007261953975557844,0.043387668377004474,0.07204702633370008,0.00888894741724311,-0.004199739379561862,-0.07792077457530411
45,2011Q3,0.05117436003917053,-0.04873906768614589,-0.06722560198185512,-0.03509131981126945,-0.039636343955964826,0.032833309039922653,0.08908901524484492
46,2011Q4,0.028516077892751568,-0.005350365536473056,-0.05211851826845049,-0.023226850609820993,-0.022263619427782544,0.018716544963890414,-0.025649418677968328
47,2012Q1,-0.028403089925849834,0.023809135766659217,-0.004272380569966927,0.024076829411520784,0.02386361976911644,0.015830225913486373,0.030538226913609634
48,2012Q2,0.00028241407739404423,0.011378703187031824,-0.011306946475066582,-0.0324523927391942,0.04818094205105705,0.021794132940929245,-0.00940232668517993
49,2012Q3,0.02214524811984564,-0.019779997921730796,-0.04441036669108911,-0.033540976415557644,0.04596585508733053,-0.0025899912733180486,-0.037528123534507074
50,2012Q4,-0.04896003525426007,0.03140314959899104,0.06788168075591994,-0.034705133397259225,0.0439455215576654,-0.025223013069123112,-0.03435396951835301
51,2013Q1,-0.13245051066878677,0.1299777689564845,0.1482681760017206,-0.03595301740875012,0.04209533491419837,0.00460405052184143,0.031939449975713075
52,2013Q2,-0.06286222271689645,0.06630893063337773,0.05534723029562816,-0.027985365418070174,-0.038793568077645446,0.032083458378373564,0.03305954614675599
53,2013Q3,0.0050296432287950665,0.002653587167916527,0.016299609436776663,0.0006675567671132754,-0.007662872745567206,0.018696269753711192,-0.0010564220402216051
54,2013Q4,-0.022996861419943393,0.013787750520462438,0.04120006428953271,0.0036636177530668945,-0.001399580354426888,0.029384118615986665,-0.004626645926336437
55,2014Q1,-0.016396480041861672,0.024098479653590132,0.03043558646482758,-0.014398373637904527,-0.01162189520597856,0.06010886925046677,0.05960499517221152
56,2014Q2,0.006293561708648809,-0.00636800090368439,-0.005316566735497297,-0.0013499833302343944,-0.004971601149254212,-0.0401213346235636,0.014556322792838472
57,2014Q3,-0.014759337078644741,0.021231973593096143,-0.012527039922191285,-0.011549041409705474,-0.012898781488464017,0.014772949265331903,0.014468807079811796
58,2014Q4,-0.07023972492226527,0.09329446216409121,0.034447425161805434,-0.03759579557777304,-0.04197965437275197,0.006167415759243511,0.02942836982922259
59,2015Q1,-0.007171898002079402,0.039019934850368365,-0.0651689609679833,-0.030616473830218816,-0.04539240792285604,0.00495460860391006,0.01451753541983436
60,2015Q2,-0.017854393120753542,0.018666707263826687,-4.11611744501883e-05,-0.005501572651422926,-0.013072081567352178,-0.019525220748796812,-0.033474305067436205
61,2015Q3,0.01705875318539629,0.007588806644165835,0.013343680143293568,-0.012583437689506205,-0.014458083175230563,0.02677392865865258,0.025014275574523737
62,2015Q4,0.0189618374663425,-0.006135272186480911,-0.02097905973313452,-0.013498517670894827,-0.0159024757940589,-0.004290479754576637,-0.011296775387286573
63,2016Q1,0.06540945151453759,-0.050782816752800386,-0.044660643792179044,0.0018857256200828232,0.008594282487334404,-0.014040073746528492,0.007641542871610341
64,2016Q2,0.051887506776536085,-0.06545049265542158,-0.041033523242778536,0.02419622974031821,0.028125598390246864,-0.010650499694207838,-0.005960349402613474
65,2016Q3,0.05880279435338576,-0.054896875033574766,-0.06612349265257311,0.019304915677323287,0.025812931032479725,0.003977650804856125,0.02152194565051957
66,2016Q4,-0.042475619865579795,0.06355572953622346,0.029225595733572085,-0.03039970404092962,-0.017920230233570145,0.014380868957385218,0.021992405434119178
67,2017Q1,-0.036320825410715685,0.040397989428391234,0.02719808636233889,-0.013855304963111159,-0.00630916919326463,0.010353321317829511,0.02324521676342428
68,2017Q2,0.009204628476668475,-0.022583017873302857,0.01187814018628952,0.01719668546194697,0.008664882885723202,0.011334475561373125,-7.66491194781338e-06
69,2017Q3,-0.02290298415103642,-0.0005820280009682932,0.06310692865586365,0.005544275891231187,0.007812539736793411,-0.0077524679408540464,0.024814149274067887
70,2017Q4,-0.020026063771640956,0.01747100199723306,0.01983327344605268,0.00036852773588336163,0.004658393517322779,0.028568632806862837,0.011189109162394573
71,2018Q1,0.012997361452448786,-0.04288159590799978,0.00019709295069869626,0.024027366289867125,0.02637263488242958,0.006530582418402986,0.016907617318040025
72,2018Q2,0.00713645126425444,0.007892653945155814,-0.02327749489850106,0.005023333132224472,-0.004915873011756666,0.001986545465168632,0.008103165188053651
73,2018Q3,0.015749479291888413,0.021688548656760176,-0.0025982678034450757,-0.008988016645944619,-0.012972329948800265,-0.006435707006339442,-0.014092791384822334
74,2018Q4,-0.000565810892809715,0.012799750897785955,-0.005851926740975344,-0.010528323788846272,-0.011587615172388155,0.04786129324975619,0.002452270673849455
75,2019Q1,0.011605546120308396,-0.02467642460160757,-0.029630862328227536,-0.00842958995576737,-0.0023337233462203955,-0.03581745416450488,-0.011564615680690338
76,2019Q2,0.011887109489993719,-0.0027293323940442704,-0.013414613239277173,-0.005536090906203661,-0.0015588467692913,0.012932526798646649,0.0036246528437153813
77,2019Q3,0.03660330946062729,-0.02326360206195055,-0.033781996266166736,-0.0014814817524442248,-0.0035163154027557653,0.020234362355228797,0.005234818598559343
78,2019Q4,-0.014832486691330082,0.012578643724685534,0.008219855244353091,-0.014936797494510046,-0.010228255967840383,-0.02077267325370613,-0.019930195970673026
79,2020Q1,0.0009461697728818663,0.0014701299896264786,-0.0025532065153113237,-0.012493064247466101,-0.003168319482044879,-0.03854231388515217,-0.037276968229420504
80,2020Q2,0.030600718057962162,-0.011625563200936995,-0.012758043175941758,-0.00995414038423359,-0.010767800947937722,-0.008610895236209615,-0.19550459497781958
81,2020Q3,-0.01418603890236092,-0.013560091652681905,0.04591830471025027,0.00842916868191601,0.015121657024085522,-0.07722641555059795,0.09184248528477923
82,2020Q4,-0.010924323985896045,-0.015481332758374045,0.0048324853199925855,0.01401803594978368,0.018004400235065887,0.056935645994347084,0.08172970337010099
83,2021Q1,-0.02786188876624429,0.013250314389197548,0.023217388904996916,0.007122804247162051,0.013485082021476025,0.019844384265553572,0.044970915216637763
84,2021Q2,-0.03200722409505197,0.03291086260383391,0.03373786615912522,0.014463445158233945,0.01141564908367343,0.04633692857418836,0.02398402496239882
85,2021Q3,0.004767504671725931,0.005680358212813985,-0.017004060828151424,0.015708085538699734,0.011286801534636126,-0.021761060034378943,-0.00802848505060183
